EE4112E,Radio Frequency Design and Systems,"Radio and microwave systems rely on efficient transmission and distribution of electromagnetic (EM) energy. Radio and microwave systems need to be immune from external EM interference and need to ensure that they do not cause interference of their own. To achieve these requirements, this module will equip and foster the students with balanced and particularly more hands-on oriented contents on radio frequency (RF) designs and practical systems, through live experiments, software learning, and real-life RF examples. Topics covered: transmission systems, resonator cavity, impedance matching network, electromagnetic interference (EMI) and shielding, multi-port scattering and corresponding measurement methods, radiation, and antenna characterizations.",4,EE2011E
EE4113,Digital Communications & Coding,This course begins with a review of mathematical preliminaries such as random processes and signal space concepts. It covers the design of modulation and demodulation schemes for digital communications over an additive white Gaussian noise channel. Emphasis will be placed on error rate performance for various digital signaling techniques and on error control coding techniques for reliable communications.,4,EE2012/ST2334 & EE3131C
EE4113E,Digital Communications & Coding,"This course begins with a review of mathematical preliminaries such as random processes and signal space concepts. It covers the design of modulation and demodulation schemes for digital communications over an additive white Gaussian noise channel. Emphasis will be placed on error rate performance for various digital signaling techniques and on error control coding techniques for reliable communications. Topics include the optimal receiver principle, modulation/demodulation techniques, signaling over band limited channels and important channel codes such as Reed-Solomon codes, turbo codes and LDPC codes.",4,TE2003 & (EE3103E or EE3131E)
EE4114,Optical Communications,"This module offers an introduction to the fundamental principles and components of optical communication systems. The module objective is to provide a basic understanding of present optical communication systems as well as future engineering challenges. To this end, the module covers the basic concepts of fiber optics, data modulation in optical fiber channels, management of fiber degrading effects, and wavelength division multiplexing. It also includes the basic constituent components of optical communication systems, including transmitters, receivers, optical amplifiers, and optical fibers.",4,EE3131C
EE4131,Random Signals,"This module is designed to serve as a first course in stochastic signal analysis-and-processing for senior and graduate engineering students. It aims to bridge the gap between the elements of probability theory, as taught in early undergraduate level modules, and the basic concepts needed in contemporary signal processing applications. Topics include: general concepts and classification of random variables and
stochastic processes; transformation of random variables; effects of linear time-invariant filtering on the autocorrelation function and power spectrum of a stochastic process; Gaussian, chi and chi-square statistics; random binary signals, random walk process, Wiener-Lévy process; Poisson and related processes; random telegraph signals.",4,"EE2012 Analytical Methods in ECE
or
ST2334 Probability and Statistics
and
EE2023 Signals and Systems"
EE4204,Computer Networks,"This module provides an in-depth treatment of fundamental topics  of network design based on the Internet protocol stack model. It is aimed at making students understand how networks work through understanding of the underlying principles of sound network design.  This course covers topics including  network requirements, architecture, protocol stack models, Ethernet  Token Ring,  Wireless, and FDDI networks, bridges, switching and routing in IP and ATM networks,  and internetworking. Apart from learning the concepts in networks, the students will gain expertise in analyzing and designing networking protocols through mini-projects.",4,EE2012 / ST2334.
EE4204E,Computer Networks,"This module provides an in-depth treatment of fundamental topics  of network design based on the Internet protocol stack model. It is aimed at making students understand how networks work through understanding of the underlying principles of sound network design.  This course covers topics including  network requirements, architecture, protocol stack models, Ethernet  Token Ring,  Wireless, and FDDI networks, bridges, switching and routing in IP and ATM networks,  and internetworking. Apart from learning the concepts in networks, the students will gain expertise in analyzing and designing networking protocols through mini-projects.",4,TE2003
EE4210,Network Protocols and Applications,"This advanced networking module aims to equip students with the basics and
theories of Internet-related technologies, which are necessary for computer/network engineers. The topics that will be covered include Internet architecture, Internet applications and their protocols (HTTP, FTP, DNS, Email, P2P, BitTorrent, etc.), wireless and mobile networks, mobility management, multimedia networking, and network security.",4,EE2012 or ST2334
EE4210E,Network Protocols and Applications,"The course will enable students to know the basics and theories of Internet-related tenchologies which offer the background knowledge & skills required for computer or network engineers.  Contents covered include Internet Architecture & client/server applications, Client & Server Computing, Internetworking concepts & Architectural Model, Transport protocols:  UDP/TCP, TCP/IP socket programming, Routing protocols, Domain Name System, Mobile IP, and Next Generation IP.",4,TE2003
EE4211,Data Science for the Internet of Things,"This module covers data analytics for the Internet of
Things. It starts with an introduction to the Internet of
Things (IoT) systems, including the enabling technologies,
IoT network architectures and protocols. IoT systems
have applications such as semiconductor manufacturing,
smart power grids, and healthcare. The module then
covers data science fundamentals such as Bayesian
statistics, classification, supervised learning, unsupervised
learning, and deep learning. The module also covers
basic machine learning algorithms such as decision trees,
logistic regression, support vector machines, and neural
networks. Students will visualize and analyze real-world
data sets via practical IoT case studies.",4,"- EE2012 Analytical Methods in ECE / ST2334 Probability and Statistics
- Familiarity with scientific programming language such as Python.
- All assignments in the class will be in Python."
EE4212,Computer Vision,"The goal of this module is to introduce the students to the problems and solutions of modern computer vision, with the main emphasis on recovering properties of the 3D world from image and video sequence. After this module, students are expected to be able to understand and compute the basic geometric and photometric properties of the 3D world (such as point depth and surface orientation), and to apply various methods for video manipulation such as segmentation, matting, and composition. Main topics covered include: Singular value decomposition, projective geometry, Marr's paradigm, calibration problems, correspondence and flow, epipolar geometry, motion estimation, reflectance models, shape from shading, photometric stereo, color processing, texture analysis and synthesis, advanced segmentation, matting and composition techniques.",4,"MA1508E and EE3731C/EE4704 (for AY2017 intake & after) ;
EE3206 or EE3731C (for AY2016 intake & prior)"
EE4213,Image and Video Processing,"Image perception such as color, etc will be covered in EE4212, and hence this topic is deleted. Coverage of some enhancement topics is deleted, as these are covered in EE3206, restoration is streamlined. About four hours would be saved through this which will be utilized towards topics in video processing such as representation, block based motion estimation, motion compensated filtering and coding.",4,EE3206
EE4214,Real-Time Embedded Systems,"The objectives of this module are to present the theoretical foundations of real-time systems and to discuss the practical aspects of their implementation. It describes the characteristics of a real-time computing system and students are taught how to design a real-time embedded system using structured data flow methodology. Concepts of time-critical I/O and real-time deadlines are emphasized, as are the important aspects of real-time operating systems, scheduling and the practical implementation of embedded systems and firmware. Other topics covered include deadlock management and process communications. Various case studies on industrial real-time systems will be exhibited to give students a real-world feel for such systems. Students will undertake a mini project involving a real-time embedded system. Topics covered: Introduction to real-time and embedded systems; Time critical I/O handling; Real-time embedded software design; Concurrent programming; Real-time operating systems; Scheduling and time-critical processing; Deadlock management; Process communications; Case studies of real-time embedded systems.",4,CG2007/EE2024
EE4214E,Real-Time Embedded Systems,"The objectives of this module are to present the theoretical foundations of real-time systems and to discuss the practical aspects of their implementation. It describes the characteristics of a real-time computing system and students are taught how to design a real-time embedded system using structured data flow methodology. Concepts of time-critical I/O and real-time deadlines are emphasized, as are the important aspects of real-time operating systems, scheduling and the practical implementation of embedded systems and firmware. Other topics covered include deadlock management and process communications. Various case studies on industrial real-time systems will be exhibited to give students a real-world feel for such systems. Students will undertake a mini project involving a real-time embedded system. Topics covered: Introduction to real-time and embedded systems; Time critical I/O handling; Real-time embedded software design; Concurrent programming; Real-time operating systems; Scheduling and time-critical processing; Deadlock management; Process communications; Case studies of real-time embedded systems.",4,TE2101 and (EE2024E or TEE2028)
EE4217,Technology Of Digital Entertainment,"Digital Entertainment is a new and highly promising market, and its products and services have become increasingly popular in recent years. The underlying technologies have been in a continuous state of innovation since their inception. In this module we address the unique practical and theoretical issues of digital entertainment. The major topics covered include: Digital Media Technology, Digital Imaging Devices, Computer-Human Interaction, Game Design and Programming, Gaming Hardware, and Mobile Entertainment.",4,
EE4218,Embedded Hardware System Design,"The goal of this module is to enable students to understand and be able to practise the principles of designing complex embedded systems. After completing this module, students must be able to translate system specifications into executable computation models using a high level specification language and map these formal specifications into a register-transfer level hardware description language (HDL) that can be implemented on an FPGA.



Main topics covered include: Methodology for designing embedded systems; specification and modelling of systems; architectures of embedded systems; mapping specifications into architectures; rapid prototyping on FPGA platforms.



Students are required to implement an embedded system by going though the complete design flow with state-of-the-art Electronic Design Automation (EDA) tools.",4,EE2028 or CG2028 (for AY2017 intake & after) ; EE2024 (for AY2016 intake & prior)
EE4302,Advanced Control Systems,"This module provides the foundation for a more advanced level control systems course. Topics include system description, controllability, observability, selection of pole locations for good design, observer design, full-order and reduced-order observers, combined control law and observer. It is also a first course in nonlinear systems and control. Topics include non-linearities in control systems, use of root-locus in analysis of non-linear systems, describing function and its use in analysis and design of control systems, non-linear ordinary differential equations, singular points, and phase-plane analysis.",4,EE3331C
EE4303,Industrial Control Systems,"This module will cover sensors, instrumentation and control systems commonly used in the industry. The sensor and instrumentation part includes topics such as signal processing and conversion, transducers and actuators, instrumentation amplifiers, non-linear amplifiers, issues pertaining to grounds, shields and power supplies. The control portion covers the evolution and types of control systems, centralized control, direct digital control (DDC), distributed control systems (DCS), fieldbuses, PID control: tuning methods and refinements, auto-tuning principles and implementation, available industrial PID controllers and their operation. It will include other common control systems such as feed-forward, cascade, ratio, selective, split range, time-delay compensation, sequence control and PLC.",4,EE3331C
EE4303E,Industrial Control Systems,"This module will cover sensors, instrumentation and control systems commonly used in the industry. The sensor and instrumentation part includes topics such as signal processing and conversion, transducers and actuators, instrumentation amplifiers, non-linear amplifiers, issues pertaining to grounds, shields and power supplies. The control portion covers the evolution and types of control systems, centralized control, direct digital control (DDC), distributed control systems (DCS), fieldbuses, PID control: tuning methods and refinements, auto-tuning principles and implementation, available industrial PID controllers and their operation. It will include other common control systems such as feed-forward, cascade, ratio, selective, split range, time-delay compensation, sequence control and PLC.",4,EE2010E or EE3331E
EE4304,Digital Control Systems,"This module provides students with system theory, analysis tools and design methods in discrete-time domain. It is the first course in control and automation that systematically introduces the basic concepts and principles in sampling, Z-transform, zero-order-hold, discrete equivalence and the relations to discrete-time control design. It further examines the design issues for digital PID, PID auto-tuning, phase compensator, and the model predictive control, including the performance criteria, pole-placement, as well as numerous illustrative application examples.",4,"EE2010
EE3331C"
EE4305,Introduction To Fuzzy / Neural Systems,"This module introduces students to the fundamental knowledge, theories and applications of fuzzy logic and neural networks. It examines the principles of fuzzy sets and fuzzy logic, which leads to fuzzy inference and control. It also gives students an understanding of the structures and learning process of a neural network. Topics covered include: fuzzy set theory, fuzzy systems and control, basic concepts of neural networks, single-layer and multilayer perceptrons, self-organizing maps and neural network training.",4,EE2023
EE4305E,Introduction To Fuzzy/Neural Systems,"This module introduces students to the fundamental knowledge, theories and applications of fuzzy logic and neural networks. It examines the principles of fuzzy sets and fuzzy logic, which leads to fuzzy inference and control. It also gives students an understanding of the structures and learning process of a neural network. Topics covered include: fuzzy set theory, fuzzy systems and control, basic concepts of neural networks, single-layer and multilayer perceptrons, self-organizing maps and neural network training.",4,EE2010E or EE2023E
EE4306,Distributed Autonomous Robotic Systems,"The module distributed autonomous robotic systems will cover topics such as multi-agent systems, multiple robotic systems and computational intelligence. The tools presented include genetic algorithms, simulated annealing, soft computing and multi-objective optimisation. Some applications to pattern recognition, function mapping, sensor fusion, obstacle avoidance and learning in robotic systems are also presented.",4,EE3331C
EE4307,Control Systems Design And Simulation,"This 100% CA module introduces students to the various stages in the design cycle of a closed-loop control system, namely modeling, identification, simulation, controller design and implementation. Students will appreciate the concepts of models and model structures, the ways to obtain them and their applications. Two modeling approaches will be covered; physical modeling which includes the principles and phases ofmodeling using basic physical relationships, and identification approaches covering both non-parametric and parametric identification.  Practical issues in modeling, including instrument calibration, model structure selection, data collection configuration, selection of test signals and model validation will also be duly covered. Via  project work, students will consolidate the topics covered in class with hands-on experience in modeling, simulating and controlling real systems. They will be equipped with useful practical skills at the end of this course.",4,EE3331C
EE4308,Advances in Intelligent Systems and Robotics,"The module ‘Advances in Intelligent Systems and Robotics’ will cover topics such as mobile robots, autonomous robotic systems, multiple mobile robotic systems, unmanned aerial vehicles and cyber physical security. Applications to multiple mobile robot path planning, multi-sensor fusion, obstacle avoidance and learning in robotic systems will be presented.

An animated virtual-robot learning platform will be used for gaining hands on experience in designing autonomous robots, terrain building, path planning, obstacle avoidance and robot control.",4,EE3331C Feedback Control Systems
EE4401,Optoelectronics,"Optoelectronics is the study of the interaction of light/radiation with the electronic properties of matter, which are mainly but not exclusively semiconductor-based. This module is designed with a mix of theory and application, emphasizing both the fundamental principles underlying device operation and the relevant technology in the photonics industry. At the end of the module, the student will be equipped with the basic physics of light production, emission and modulation, in semiconductors, electro-optic crystals and liquid crystal substances, and their application in display components and devices, and optical communications. Experiments on optical heterodyning, liquid crystal modulation and characteristics of semiconductor lasers and LEDs are included for practical hands-on experience. Topics covered include basic photometry and radiometry; bandgap engineering in III-V and II-VI compound semiconductors, exciton, isoelectronic traps; LED, semiconductor laser, photodetectors, optical modulators, liquid crystals, display technologies, and recent advances e.g. nanophotonics, organic LEDs and quantum well detectors. Topics covered: Basic photometry and radiometry. Bandgap engineering in III-V and II-VI compound semiconductors. Exciton, isoelectronic traps. LED, semiconductor laser and photodetector device structure and operational characteristics. Optical modulators. Liquid crystal displays. Nanophotonics.",4,EE3431C or equivalent
EE4407,Analog Electronics,"This module builds on the basic concepts in electronics which students learnt in EE2021. This will enable students to design complex electronic circuits and systems for processing analog signals. Topics covered: Passive filters, poles and zeros; Transistor amplifiers, Negative feedback amplifiers; Oscillators; Mixers,
modulators and demodulators for communication systems; Instrumentation
amplifiers, CMRR; DC power supply design: Linear and switching regulators, current limiting; Power amplifiers: Output stage, efficiency and distortion; Active filters; Interconnections: propagation of signal and energy in transmission lines; and introduction of design techniques for integrated circuits (IC).",4,"EE2021 (for AY2016 intake & prior) ;
CG2027 or EE2027 (for AY2017 intake & after)"
EE4407E,Analog Electronics,"This module provides students with essential concepts in electronics to enable them to understand and design complex electronics circuits and systems for processing analog signals.Topics covered: Techniques for implementing specific amplifier frequency response involving poles and time constants; Negative feedback amplifiers; Oscillators: RC, LC and crystal-controlled oscillators; Power amplifiers: Output stage, efficiency and distortion; DC power supply design: Linear and switching regulators, current limiting; Mixer, modulators and demodulators for communication systems; Active filters; Instrumentation amplifiers, CMRR; Applications of current mirror circuits.",4,EE2021E or TEE2027
EE4408,Silicon Device Reliability,"This module provides an overview of the general failure mechanisms in integrated circuits and three MOS technology specific reliability mechanisms (i.e., CMOS latchup, gate oxide reliability and hot carrier reliability). A brief introduction on the failure analysis methodology will also be covered. At the end of this module, students will gain a basic understanding of the various failure/reliability issues in silicon devices.  Topics covered: Introduction to IC Failure Analysis. General failure mechanisms in integrated circuits: Bonding, packaging and metallization failures. Electrical stress failures: electromigration and ESD/EOS. Technology specific reliability mechanisms: CMOS latchup, gate oxide reliability and hot-carrier reliability.",4,EE2021
EE4409,Modern Microelectronic Devices & Sensors,"This module first gives an introduction of microelectronic devices applicable to IoT systems and applications deployed in our day-to-day modern gadgets/equipment, e.g., smartphones, wearable electronics and driverless cars. The devices include sensors for sensing various types of physical parameters (temperature, speed, position, etc.), storage devices, etc. The working principles of these devices will be described pertaining to an application. Specifications, usability and, key features of these devices will also be analysed so that students will learn how to utilize these devices in a wide range of IoT related applications such as health care, transportation, etc.",4,CG2027/EE2027 (for AY2017 intake & after) ; EE2021 (for AY2016 intake & prior)
EE4410,Integrated Circuit And System Design,"This module provides an opportunity for students to learn analog and mixed-signal IC design through an integrated circuit prototyping project using commercial design flows. The module spans in two semesters.  The chip design and test are carried out in the first and second semester, respectively. The chip fabrication is done at an external foundry during the semester break. Lectures are given at the beginning of the two semesters, covering the project related topics and other important issues in IC design. This module is targeted at those electrical engineering students who have strong interests in IC design.  The module is based on continuous assessment.",8,E3408C
EE4410A,Integrated Circuit Design,"This module is offered to electrical engineering students who have strong interests in integrated circuit (IC) design. It teaches students analog and mixed-signal IC design
through an integrated circuit chip design project using commercial design flows. Intensive lectures pertaining to the project will be delivered in the first week. The lectures
cover topics in noise analysis and reduction layout design, electrostatic discharge (ESD), latch up and testability. Students will then proceed with the design according to the given specifications for their projects. The design is carried out in a team of usually 3 students.",4,EE3408C
EE4411,Silicon Processing Technology,"This module focuses on the major process technologies used in the fabrication of integrated circuits and other microelectronic devices. Each lecture topic covers important scientific aspects of silicon wafer processing steps. Simulations and laboratory experiments provide hands-on experience on basic operation and fabrication of MOS devices. Topics include: crystal growth and wafer preparation, epitaxy, oxidation, diffusion, ion implantation, lithography, plasma technology, etching, deposition, and metallization.",4,EE2021
EE4412,Technology & Modelling Of Si Transistors,"This module covers the operation, modeling and fabrication of silicon bipolar and MOS transistors, the understanding of which is essential for the integrated circuit engineer.  At the end of this module, students will gain a good understanding of the issues regarding the design and fabrication of modern silicon transistors as their dimensions continue to shrink. They will be exposed to the basic techniques of modeling, simulation and technology of these devices. Topics covered: MOS Capacitor: C-V characteristics, physical models; MOSFETs: long and short channel devices, threshold voltage, subthreshold behaviour, device scaling, short-channel effects, gate, drain and dielectric engineering; Bipolar transistors: structures and operations, high current effects, emitter, base and collector engineering; Polyemitter and Si-Ge heterojunction transistors; CMOS, bipolar and BiCMOS technology.",4,EE2021
EE4415,Integrated Digital Design,"This module introduces the students to the design of integrated circuits. It covers basic concepts including integrated circuits fabrication technology, CMOS and nMOS design, inverter design, aspect ratios of pull-up and pull-down transistors, switching characteristics of CMOS and nMOS inverters, latch-up, stick diagram, design rules, mask layout, sub-systems design, ASIC challenges and issues, ASIC design flow, Verilog hardware design language basics, and logic synthesis. Each student will do a design exercise using the EDA tools.",4,EE2026 (for AY2017 intake & after) ; EE2020 (for AY2016 intake & prior)
EE4415E,Integrated Digital Design,"This module introduces the students to the design of integrated circuits. It covers basic concepts including integrated circuits fabrication technology, CMOS and nMOS design, inverter design, aspect ratios of pull-up and pull-down transistors, switching characteristics of CMOS and nMOS inverters, latch-up, stick diagram, design rules, mask layout, sub-systems design, ASIC challenges and issues, ASIC design flow, Verilog hardware design language basics, and logic synthesis. Each student will do a design exercise using the EDA tools.",4,EE2006E or EE2020E or TEE2026
EE4431,Nano-Device Engineering,"As devices scale down, quantum effects become important when their size reaches the nanometer regime (typically 100 nanometers or less). Devices with nanometer features, i.e., nano-devices, exhibit properties different from conventional bulk devices. The making of nanodevices, e.g., single electron transistor, carbon nanotube/ graphene transistor, spintronic devices, quantum well/dot laser, has been made possible by the emergence of the nano-processing and characterization tools. This module aims to provide an introductory coverage on the concepts and principles that form the basis for understanding an
interdisciplinary field with an emphasis on electrical engineering. Topics covered include nano-lithography, nano-layering, nano-characterization, and nano-devices.",4,Either EE3431C Microelectronics Materials & Devices or EE3406 Microelectronics Materials
EE4432,Devices for Electric Energy Generation,"This module covers the theory, operating principles, and basic function of (i) photovoltaic, thermoelectric, and fuel cell-based electric energy generation devices and (ii) electric energy storage systems. Major topics covered are the photovoltaic (PV) effect, solar cells (silicon wafer cells, thin-film cells, organic cells), PV modules, the thermoelectric effect, thermoelectric devices, fuel cells
(proton exchange membrane cells, high-temperature cells), pumped hydroelectric energy, compressed air energy, flywheels, rechargeable batteries (lead-acid, lithium ion, etc), electrolytic hydrogen, and supercapacitors.",4,EE2021 Devices and circuits
EE4433,Nanometer Scale Information Storage,"Information storage is indispensable for every computerized system. Currently there are three major
types of information storage technologies, i.e., magnetic data storage, optical disks, and solid-state memories. Although the operation principles are different, the common driving force for all these surface-based information storage technologies in the last few decades was the reduction of bit size so as to make it possible to store more data on a specific surface area. As a result, all these data storage devices are now operating in the nanometer regime. This module adopts a model-based approach to introduce information storage through focusing on the basic principles of various types of data storage systems and the associated roles of
nanotechnology in each field. Emphasis will be on materials, devices and technologies that have made it possible to maintain a remarkable growth rate in storage density in the last decades and emerging technologies for tackling challenges ahead. Topics covered include solid state memory, optical disks, magnetic recording, and emerging technologies.",4,PC2232 and EE3431C/EE3406
EE4434,"Integrated Circuit Technology, Design and Testing","This module aims to introduce students to the industry practice on the technology, design, layout and testing of digital and memory integrated circuits (IC). Students will be introduced to the different types of devices which are manufactured in a foundry. Students will learn about the ideas of design for testability through lectures, hands on exposure to different testing and debugging tools and industrial visits. Specific topics include wafer technology and devices, digital logic and memory design and layout, fundamentals of digital and static random access memory (SRAM) testing, design for testability, fault isolation and electrical characterization.",4,EE2026 and CG2027/EE2027 (for AY2017 intake & after) ; EE2020 and EE2021 (for AY2016 intake & prior)
EE4435,Modern Transistors and Memory Devices,"This module is designed to equip students with the physical foundation of metal oxide semiconductor (MOS) device physics and the theoretical background for understanding end applications in modern transistors and memory devices (e.g., Flash, phase change random access memory, etc.). Upon the successful completion of
this module, the student is expected to gain an understanding on the principles of operation and physics of modern MOS transistors and memory devices. Such knowledge is useful for careers in the wafer fabrication plants, foundries, design houses and the microelectronics industry.",4,CG2027/EE2027 and co-req EE3431C (for AY2017 intake & after) ; Pre-req EE2021 and co-req EE3431C (for AY2016 intake & prior)
EE4435E,Modern Transistors and Memory Devices,"This module is designed to equip students with the physical foundation of metal oxide semiconductor (MOS) device physics and the theoretical background for understanding end applications in modern transistors and memory devices (e.g., Flash, phase change random access memory, etc.). Upon the successful completion of this module, the student is expected to gain an understanding on the principles of operation and physics of modern MOS transistors and memory devices. Such knowledge is useful for careers in the wafer fabrication plants, foundries, design houses and the microelectronics industry.",4,EE2021E or TEE2027
EE4436,Fabrication Process Technology,"In the new information age, fabrication process technology continues to be employed in the manufacturing of ultrahigh density integrated circuits such as microprocessor devices in computers. This module focuses on the major process technologies and basic building blocks used in the fabrication of integrated circuits and other microelectronic devices (e.g., solar cells). Understanding of fabrication processes is essential for undergraduate students who wish to develop their professional career in the microelectronics industry such as in wafer fabrication plants, foundries and design houses.",4,CG2027/EE2027 (for AY2017 intake & after) ; EE2021 (for AY2016 intake & prior)
EE4436E,Fabrication Process Technology,"In the new information age, fabrication process technology continues to be employed in the manufacturing of ultra-high density integrated circuits such as microprocessor devices in computers. This module focuses on the major process technologies and basic building blocks used in the fabrication of integrated circuits and other microelectronic devices (e.g., solar cells). Understanding of fabrication processes is essential for undergraduate students who wish to develop their professional career in the microelectronics industry such as in wafer fabrication plants, foundries and design houses.",4,EE2021E or TEE2027
EE4437,Photonics - Principles and Applications,"Photonics technology is everywhere around us, and
disruptive advances in photonics have impacted our
everyday lives, e.g., LED lighting, flexible OLED displays in
mobile phones, ultra-thin and curved television displays.
This course will introduce the underlying photonic principles
underlying these recent photonic applications, i.e., the
generation, modulation and detection of light, and their
application. Emphasis is placed on the fundamentals of
device operation and their use in current photonic devices
and applications. The aim is to equip students to meet the
demand of the expanding optoelectronic industry and to
prepare them for advanced study and research in photonic
technology. Topics include introduction to photometry, and
electro-optical properties of semiconductors and lowdimensional
semiconductor structures, as well as
applications such as light emitting devices, lasers,
detectors, modulators and displays. Recent advances e.g.
quantum devices, and organic LEDs and photonic crystals
will also be introduced.",4,CG2027/EE2027 (for AY2017 intake & after) ; EE2021 (for AY2016 intake & prior)
EE4438,Solar Cells and Modules,"This module covers the theory, operating principles, and
basic function of solar cells and photovoltaic modules. Major
topics covered are the status of the PV market, the
properties of sunlight, properties of semiconductors,
efficiency limits of solar cells, carrier properties in
semiconductors, currents in p-n diodes in the dark and
under illumination, computer simulation of solar cells,
characterisation of solar cells, technology of silicon wafer
solar cells, technology of thin-film solar cells, properties of
interconnected solar cells, technology of PV modules, and
the characterisation and testing of PV modules",4,CG2027/EE2027 (for AY2017 intake & after) ; EE2021 (for AY2016 intake & prior)
EE4501,Power System Management And Protection,"Modelling of power systes: bus admittance and bus impedance matrices, network building algorithms. Load flow studies: problem formulation, computer solution techniques; economic load dispatch. Energy market restructuring. Fault analysis: symmetrical components, sequence impedance networks, symmetrical and unsymmetrical faults. Protection: components, differential, and earth fault protection systems.",4,"EE3505C (for AY2016 intake & prior) ;
EE3506C (for AY2017 intake & after)"
EE4502,Electric Drives & Control,"Motion control in industrial, commercial and transportation systems is carried out using electric drives. This module provides students with the working knowledge of various components of an electrical drive system and their control for efficient energy conversion. Students would be taught the basic principle of operation of variable speed DC and AC Drive systems. After completion of this module, students are expected to select and size electrical drives for any given application and should be able to perform design of different drive components. The topics covered are: Characteristics and sizing of power semiconductor controlled electric drives; DC motor drives: speed and torque control; Induction motor drives: voltage control and variable frequency control;
Drives application examples.",4,"Pre-req: EE2025. 
Co-req: EE3505C - for AY2016 intake ; Co-req: EE3506C - for AY2017 intake"
EE4503,Advanced Power Electronics,"Power electronics is an enabling technology used widely in
electric power processing unit. It is an integral part of all
electronic equipment from household appliances through
information technology to transportation systems. This
module provides working principles and design for power
electronic converter circuits. After going through this
module, students should be able to analyze, evaluate and
carry out design of power electronic circuits for a large
variety of applications. The topics covered are: Power
semiconductor devices and terminal characteristics.
Switching circuits design and protection circuits. AC-DC
converters, DC-DC converters and DC-AC converters:
analysis and performance evaluation.",4,EE3505C Electrical Energy Systems / EE3506C Introduction to Electrical Energy Systems
EE4505,Power Semiconductor Devices & ICs,"The module provides a state-of-the-art overview of devices, development and basic understanding of the physics of power semiconductors. The module covers: Carrier physics in power devices: mobility, resistivity, life-time, high-level injection; Breakdown voltage and junction termination: avalanche breakdown, punch-through breakdown; Power devices: power MOSFET for synchronous rectifiers, power diode and recovery phenomena, power transistor and quasi-saturation effects, gate turn-off thyristor, MOS-controlled bipolar device; Smart power ICs: evolution, high-voltage power MOSFETs in integrated circuits, technological limitations in power ICs, protection techniques in power ICs.",4,EE and CEG students of stage 3 and above (for AY2017 intake & after) ; EE2021 (for AY2016 intake & prior)
EE4506,Magnetic Recording Systems,"This course introduces the principle of operation and design aspects of magnetic recording systems. It introduces the key issues involved in the design and system level integration of disk drives. Students will be exposed to current practice and new trends through both theory and practice in the laboratory. Topics covered include: Basics of magnetic recording and playback, different types of heads used for recording and playback, modeling and mathematical representation of recording/playback process, design and fabrication process for heads and disks. Integration of different components of hard disk drive, signal processing for recording and playback, servomechanism for access of data, efficiency of recording and encoding of data, reliability of recording and error correction codes, transfer of data between hard disk drive and host computer.",4,EE2011
EE4509,Silicon Micro Systems,"The module provides an introductory view of the microelectromechanical systems (MEMS) in various application areas, and also the knowledge on micromachining technology for making the physical sensors and actuators. Key topics are: MEMS design and process cycles, bulk and surface micromachining technology, structural deposition and etching, inertial, thermal sensors, actuators, micro-motors and micro-pumps, structural consideration and integration issues.",4,Stage 3 Engineering students from FoE (for AY2017 intake & after) ; EE2021 (for AY2016 intake & prior)
EE4510,Solar Photovoltaic Energy Systems,"Energy sustainability is important both due to the limited global petroleum reserves and due to the global warming effects of greenhouse gases released by the use of fossil fuels. This module focuses on the types of electrical components and schemes used in solar photovoltaic (PV) energy systems. Besides the characteristics of solar radiation, stand-alone PV schemes with battery energy storage and grid-connected PV schemes will be covered.",4,EE2025
EE4511,Renewable Generation and Smart Grid,"This module provides the students with a good overview of renewable energy generation techniques for promoting the advancement and use of economically and environmentally sustainable energy systems. Renewable energy sources including solar, wind, hydro and geothermal are studied in detail. The module will cover the integration of these sources into the smart grid, and strategies for demand side management for efficient resource utilisation. Issues related to environmental impact of renewable energy generation, as well as, their economics will be discussed. Models of smart distribution systems with embedded generation and microgrids will be introduced.",4,"EE3505C (for AY2016 intake & prior) ;
EE3506C (for AY2017 intake & after)"
EE4512,Renewable Energy Systems Capstone Design,"With growing importance of renewable energy systems there is a need for future engineers who can conceptualize and design such system. This module will use project based learning methods to help future power engineers to conceptualize and design renewable energy system consisting of sources such as Solar, Wind, Fuel cells etc. 

Along with design practices for distribution networks and power converters, it will introduce them to standards in practice of electrical connection. Each student will go through a process of design, simulate and test their designs.",4,EE2025
EE4601,Sensors For Biomedical Applications,"The main objective of this module is to introduce physics, principles, and operating mechanisms of various kinds of sensors. This module will provide electrical engineering students with central core knowledge about sensors in designing and developing for bio-medical applications. The major topics in this module cover; Brief Summary of Sensor Technology, Basic Sensor Structures, Sensing Effects, Physical Sensors and Their Applications in Bio-Medical Engineering, Sensors for Measuring Chemical Quantities in Bio-Medical Engineering, Miscellaneous Bio-Sensors and technologies, Biocompatibility of sensors, and Future trends in Bio-Sensor Technology.",4,EE3431C
EE4602,Bioelectronics,"The main objective of this module is to introduce biophysics, electric circuit models and engineering oriented principles of bioelectronics and bioelectricity. This module will provide electrical engineering students with central core knowledge to use semiconductor devices as bio-sensing devices, and to understand the electrical biophysics of human physiology and their biomedical applications. The major topics in this module cover: brief review of MOSFET transistor and SPICE modelling, solid-electrolyte Interface, potentiometric bioelectronics devices: principles of MOSFET-based bioelectronic devices, amperometric bioelectronics devices, microfabrication technologies for bioelectronic devices, introduction to bioelectricity, neurons and neuronal networks, bioelectric measurements.",4,EE2004
